Date,Open,High,Low,Close,Volume,Market Cap
"Jan 19, 2018",10.02,10.54,8.8,9.28,"12,682,900","912,163,000"
"Jan 18, 2018",11.48,13.08,9.59,10.13,"12,163,800","1,045,410,000"
"Jan 17, 2018",10.51,11.7,6.96,11.33,"13,117,200","956,813,000"
"Jan 16, 2018",13.47,13.47,8.41,10.46,"18,866,200","1,226,320,000"
"Jan 15, 2018",14.3,15.78,10.81,13.4,"22,232,600","1,301,800,000"
"Jan 14, 2018",17.56,18.64,13.17,14.09,"18,678,900","1,598,840,000"
"Jan 13, 2018",19.22,20.22,14.25,17.57,"22,617,100","1,749,440,000"
"Jan 12, 2018",18.97,20.91,17.98,19.22,"17,993,400","1,726,720,000"
"Jan 11, 2018",20.61,20.73,15.48,18.8,"20,569,900","1,875,970,000"
"Jan 10, 2018",16.59,20.44,15.45,20.44,"24,299,700","1,510,410,000"
"Jan 09, 2018",17.86,18.2,16.25,16.52,"16,541,300","1,625,780,000"
"Jan 08, 2018",18.28,19.79,13.62,17.83,"35,461,900","1,664,430,000"
"Jan 07, 2018",13.79,21.14,13.52,18.68,"40,080,600","1,255,220,000"
"Jan 06, 2018",7.46,14.84,7.35,13.57,"33,208,300","678,917,000"
"Jan 05, 2018",6.43,7.77,5.92,7.45,"12,473,900","585,516,000"
"Jan 04, 2018",7.93,7.94,5.54,6.49,"12,984,200","721,751,000"
"Jan 03, 2018",7.38,8.19,6.39,7.96,"16,777,500","672,284,000"
"Jan 02, 2018",3.69,7.44,3.67,7.28,"14,093,000","336,347,000"
"Jan 01, 2018",3.57,3.75,3.23,3.71,"4,063,470","324,898,000"
"Dec 31, 2017",2.88,3.61,2.75,3.58,"3,934,670","262,064,000"
"Dec 30, 2017",3.21,3.21,2.58,2.91,"3,588,690","292,562,000"
"Dec 29, 2017",2.79,3.7,2.61,3.18,"8,587,690","254,230,000"
"Dec 28, 2017",2.43,2.84,1.79,2.77,"5,528,160","221,363,000"
"Dec 27, 2017",1.64,2.44,1.6,2.44,"5,033,840","149,179,000"
"Dec 26, 2017",1.33,1.64,1.14,1.6,"2,495,090","121,297,000"
"Dec 25, 2017",0.950884,1.38,0.913274,1.34,"2,569,700","86,571,400"
"Dec 24, 2017",0.865164,0.941947,0.796902,0.941947,"1,154,570","78,767,100"
"Dec 23, 2017",0.816066,0.915726,0.806629,0.85539,"1,474,970","74,297,200"
"Dec 22, 2017",0.954699,0.968067,0.625351,0.812849,"833,406","86,918,700"
"Dec 21, 2017",0.867065,1.09,0.832102,0.960645,"1,764,630","78,940,300"
"Dec 20, 2017",0.924324,0.924324,0.739148,0.859727,"1,002,620","84,153,300"
"Dec 19, 2017",0.813094,0.960847,0.80449,0.925158,"1,694,710","74,026,600"
"Dec 18, 2017",0.752155,0.818417,0.670601,0.816573,"1,083,380","68,478,500"
"Dec 17, 2017",0.668773,0.775799,0.647344,0.747723,"1,025,950","60,887,200"
"Dec 16, 2017",0.562497,0.664642,0.539519,0.664642,"914,657","51,211,500"
"Dec 15, 2017",0.55663,0.598232,0.497637,0.560925,"687,624","50,677,300"
"Dec 14, 2017",0.497135,0.648635,0.438433,0.55917,"646,578","45,260,700"
"Dec 13, 2017",0.484276,0.512798,0.469706,0.495656,"707,547","44,090,000"
"Dec 12, 2017",0.515566,0.521148,0.473332,0.484647,"742,891","46,938,700"
"Dec 11, 2017",0.443186,0.530684,0.442184,0.524906,"849,280","40,349,000"
"Dec 10, 2017",0.520553,0.520553,0.411443,0.438396,"602,494","47,392,700"
"Dec 09, 2017",0.499952,0.526024,0.448617,0.515496,"666,106","45,517,200"
"Dec 08, 2017",0.483018,0.512044,0.449234,0.497848,"909,085","43,975,400"
"Dec 07, 2017",0.540863,0.578957,0.458878,0.475875,"814,877","49,241,800"
"Dec 06, 2017",0.547866,0.591551,0.48348,0.543851,"788,029","49,879,400"
"Dec 05, 2017",0.488575,0.622603,0.475008,0.542082,"1,583,110","44,481,400"
"Dec 04, 2017",0.428525,0.495991,0.395628,0.487931,"894,783","39,014,300"
"Dec 03, 2017",0.471111,0.476083,0.415199,0.429029,"775,890","42,891,400"
"Dec 02, 2017",0.495217,0.497975,0.46669,0.469902,"761,310","45,086,100"
"Dec 01, 2017",0.457409,0.495078,0.441593,0.495078,"832,423","41,643,900"
"Nov 30, 2017",0.459544,0.499125,0.412428,0.45514,"751,141","41,838,300"
"Nov 29, 2017",0.481828,0.561054,0.44705,0.448891,"1,227,570","43,867,100"
"Nov 28, 2017",0.518246,0.522229,0.478684,0.482498,"1,045,810","47,182,700"
"Nov 27, 2017",0.559136,0.579724,0.474614,0.518438,"1,225,500","50,905,500"
"Nov 26, 2017",0.556473,0.577325,0.55325,0.559883,"1,271,950","50,663,000"
"Nov 25, 2017",0.564712,0.597503,0.531484,0.560301,"1,223,110","51,413,100"
"Nov 24, 2017",0.558026,0.586872,0.508441,0.564021,"1,134,370","50,804,400"
"Nov 23, 2017",0.585081,0.611303,0.547921,0.559698,"940,973","53,267,500"
"Nov 22, 2017",0.626271,0.63483,0.574463,0.59003,"626,906","57,017,600"
"Nov 21, 2017",0.656753,0.66106,0.590135,0.625799,"630,773","59,792,800"
"Nov 20, 2017",0.623782,0.695231,0.610144,0.658254,"728,223","56,791,000"
"Nov 19, 2017",0.655342,0.67698,0.617194,0.625842,"356,011","59,664,400"
"Nov 18, 2017",0.629621,0.673985,0.585989,0.654619,"516,701","57,322,600"
"Nov 17, 2017",0.640038,0.670643,0.602721,0.611706,"705,094","58,271,000"
"Nov 16, 2017",0.560148,0.780133,0.560148,0.645261,"1,471,310","50,997,600"
"Nov 15, 2017",0.545852,0.568452,0.505715,0.555834,"902,104","49,696,100"
"Nov 14, 2017",0.581439,0.60158,0.531919,0.548587,"424,516","52,936,000"
"Nov 13, 2017",0.556067,0.613144,0.544102,0.581123,"469,831","50,626,100"
"Nov 12, 2017",0.617196,0.617196,0.534593,0.555259,"577,273","56,191,400"
"Nov 11, 2017",0.640535,0.670578,0.605406,0.617541,"1,181,340","58,316,300"
"Nov 10, 2017",0.708949,0.746257,0.637264,0.643426,"738,533","64,544,900"
"Nov 09, 2017",0.742669,0.759107,0.678203,0.708345,"783,159","67,614,800"
"Nov 08, 2017",0.666174,0.762702,0.643663,0.742394,"906,238","60,650,500"
"Nov 07, 2017",0.660032,0.684822,0.637738,0.675723,"664,839","60,091,400"
"Nov 06, 2017",0.702829,0.715416,0.65003,0.660741,"832,052",-
"Nov 05, 2017",0.74495,0.770424,0.697926,0.701647,"912,388",-
"Nov 04, 2017",0.697847,0.780875,0.696314,0.745875,"745,641",-
"Nov 03, 2017",0.653982,0.790925,0.628233,0.718425,"1,270,970",-
"Nov 02, 2017",0.644748,0.68256,0.560945,0.649124,"1,594,320",-
"Nov 01, 2017",0.79765,0.802883,0.634786,0.648378,"1,792,300",-
"Oct 31, 2017",0.828303,0.836717,0.76287,0.812084,"1,546,320",-
"Oct 30, 2017",0.917524,0.933216,0.807256,0.811372,"1,559,350",-
"Oct 29, 2017",0.947845,0.994032,0.871372,0.919535,"1,853,410",-
"Oct 28, 2017",0.89267,0.996267,0.815472,0.95063,"3,648,650",-
"Oct 27, 2017",0.841573,0.895561,0.78919,0.894017,"1,523,440",-
"Oct 26, 2017",0.816446,0.871237,0.778963,0.814167,"1,784,580",-
"Oct 25, 2017",0.716824,1.14,0.709968,0.860783,"3,404,580",-
"Oct 24, 2017",0.692158,0.726134,0.692158,0.724746,"2,017,060",-
